Date,State,Confirmed,Total Confirmed,Recovered,Total_Recovered,Deceased,Total_Deceased
13-06-2020,Sikkim,63,0,4,1,0,0
14-06-2020,Sikkim,68,5,4,0,0,0
15-06-2020,Sikkim,68,0,4,0,0,0
16-06-2020,Sikkim,68,0,4,0,0,0
17-06-2020,Sikkim,70,2,4,0,0,0
18-06-2020,Sikkim,70,0,5,1,0,0
19-06-2020,Sikkim,70,0,21,16,0,0
20-06-2020,Sikkim,70,0,21,0,0,0
21-06-2020,Sikkim,78,8,25,4,0,0
22-06-2020,Sikkim,78,0,29,4,0,0
23-06-2020,Sikkim,79,1,29,0,0,0
24-06-2020,Sikkim,83,4,39,10,0,0
25-06-2020,Sikkim,85,2,39,0,0,0
26-06-2020,Sikkim,87,2,39,0,0,0
27-06-2020,Sikkim,87,0,49,10,0,0
28-06-2020,Sikkim,88,1,49,0,0,0
29-06-2020,Sikkim,88,0,49,0,0,0
30-06-2020,Sikkim,88,0,50,1,0,0
01-07-2020,Sikkim,89,1,52,2,0,0
02-07-2020,Sikkim,101,12,52,0,0,0
03-07-2020,Sikkim,102,1,52,0,0,0
04-07-2020,Sikkim,103,1,52,0,0,0
05-07-2020,Sikkim,125,22,61,9,0,0
06-07-2020,Sikkim,125,0,65,4,0,0
07-07-2020,Sikkim,127,2,65,0,0,0
08-07-2020,Sikkim,133,6,71,6,0,0
09-07-2020,Sikkim,134,1,71,0,0,0
10-07-2020,Sikkim,121,-13,80,9,0,0
11-07-2020,Sikkim,147,26,80,0,0,0
12-07-2020,Sikkim,151,4,81,1,0,0
13-07-2020,Sikkim,153,2,87,6,0,0
14-07-2020,Sikkim,198,45,86,-1,0,0
15-07-2020,Sikkim,209,11,87,1,0,0
16-07-2020,Sikkim,222,13,87,0,0,0
17-07-2020,Sikkim,254,32,88,1,0,0
18-07-2020,Sikkim,273,19,90,2,0,0
19-07-2020,Sikkim,283,10,90,0,0,0
20-07-2020,Sikkim,305,22,92,2,0,0
21-07-2020,Sikkim,330,25,108,16,0,0
22-07-2020,Sikkim,438,108,112,4,0,0
23-07-2020,Sikkim,460,22,122,10,0,0
24-07-2020,Sikkim,477,17,137,15,0,0
25-07-2020,Sikkim,499,22,142,5,0,0
26-07-2020,Sikkim,545,46,147,5,1,1
27-07-2020,Sikkim,555,10,174,27,1,0
28-07-2020,Sikkim,579,24,186,12,1,0
29-07-2020,Sikkim,596,17,198,12,1,0
30-07-2020,Sikkim,610,14,214,16,1,0
31-07-2020,Sikkim,639,29,231,17,1,0
01-08-2020,Sikkim,650,11,269,38,1,0
02-08-2020,Sikkim,658,8,289,20,1,0
03-08-2020,Sikkim,688,30,297,8,1,0
04-08-2020,Sikkim,783,95,299,2,1,0
05-08-2020,Sikkim,800,17,303,4,1,0
06-08-2020,Sikkim,829,29,353,50,1,0
07-08-2020,Sikkim,854,25,406,53,1,0
08-08-2020,Sikkim,860,6,417,11,1,0
09-08-2020,Sikkim,866,6,497,80,1,0
10-08-2020,Sikkim,910,44,510,13,1,0
11-08-2020,Sikkim,913,3,534,24,1,0
12-08-2020,Sikkim,930,17,550,16,1,0
13-08-2020,Sikkim,931,1,581,31,1,0
14-08-2020,Sikkim,1080,149,623,42,1,0
15-08-2020,Sikkim,1148,68,661,38,1,0
16-08-2020,Sikkim,1167,19,673,12,1,0
17-08-2020,Sikkim,1187,20,701,28,1,0
18-08-2020,Sikkim,1207,20,755,54,2,1
19-08-2020,Sikkim,1232,25,789,34,3,1
20-08-2020,Sikkim,1290,58,827,38,3,0
21-08-2020,Sikkim,1336,46,834,7,3,0
22-08-2020,Sikkim,1381,45,871,37,3,0
23-08-2020,Sikkim,1403,22,871,0,3,0
24-08-2020,Sikkim,1446,43,934,63,3,0
25-08-2020,Sikkim,1475,29,1054,120,3,0
26-08-2020,Sikkim,1486,11,1076,22,3,0
27-08-2020,Sikkim,1542,56,1151,75,3,0
28-08-2020,Sikkim,1576,34,1184,33,3,0
29-08-2020,Sikkim,1602,26,1195,11,3,0
30-08-2020,Sikkim,1627,25,1220,25,3,0
31-08-2020,Sikkim,1652,25,1225,5,3,0
01-09-2020,Sikkim,1670,18,1237,12,4,1
02-09-2020,Sikkim,1704,34,1260,23,4,0
03-09-2020,Sikkim,1738,34,1304,44,5,1
04-09-2020,Sikkim,1843,105,1321,17,5,0
05-09-2020,Sikkim,1901,58,1347,26,5,0
06-09-2020,Sikkim,1910,9,1371,24,5,0
07-09-2020,Sikkim,1939,29,1396,25,5,0
08-09-2020,Sikkim,1958,19,1413,17,7,2
09-09-2020,Sikkim,1989,31,1429,16,7,0
10-09-2020,Sikkim,2009,20,1470,41,7,0
11-09-2020,Sikkim,2026,17,1486,16,11,4
12-09-2020,Sikkim,2055,29,1503,17,13,2
13-09-2020,Sikkim,2086,31,1505,2,16,3
14-09-2020,Sikkim,2119,33,1521,16,16,0
15-09-2020,Sikkim,2173,54,1690,169,19,3
16-09-2020,Sikkim,2221,48,1722,32,19,0
17-09-2020,Sikkim,2274,53,1789,67,23,4
18-09-2020,Sikkim,2303,29,1857,68,26,3
19-09-2020,Sikkim,2342,39,1891,34,28,2
20-09-2020,Sikkim,2391,49,1894,3,29,1
21-09-2020,Sikkim,2447,56,1905,11,29,0
22-09-2020,Sikkim,2513,66,1928,23,29,0
23-09-2020,Sikkim,2548,35,1942,14,30,1
24-09-2020,Sikkim,2612,64,1973,31,31,1
25-09-2020,Sikkim,2704,92,1994,21,31,0
26-09-2020,Sikkim,2752,48,2016,22,31,0
27-09-2020,Sikkim,2790,38,2065,49,33,2
28-09-2020,Sikkim,2815,25,2083,18,35,2
29-09-2020,Sikkim,2856,41,2154,71,35,0
30-09-2020,Sikkim,2931,75,2222,68,37,2
01-10-2020,Sikkim,2969,38,2294,72,40,3
02-10-2020,Sikkim,3011,42,2328,34,41,1
03-10-2020,Sikkim,3050,39,2367,39,43,2
04-10-2020,Sikkim,3093,43,2399,32,45,2
05-10-2020,Sikkim,3110,17,2466,67,46,1
06-10-2020,Sikkim,3135,25,2506,40,49,3
07-10-2020,Sikkim,3234,99,2534,28,51,2
08-10-2020,Sikkim,3246,12,2569,35,52,1
09-10-2020,Sikkim,3279,33,2640,71,54,2
10-10-2020,Sikkim,3321,42,2735,95,55,1
11-10-2020,Sikkim,3360,39,2839,104,56,1
12-10-2020,Sikkim,3367,7,2844,5,57,1
13-10-2020,Sikkim,3417,50,2933,89,59,2
14-10-2020,Sikkim,3459,42,2994,61,59,0
15-10-2020,Sikkim,3500,41,3048,54,59,0
16-10-2020,Sikkim,3531,31,3096,48,59,0
17-10-2020,Sikkim,3567,36,3152,56,59,0
18-10-2020,Sikkim,3597,30,3184,32,60,1
19-10-2020,Sikkim,3601,4,3195,11,62,2
20-10-2020,Sikkim,3643,42,3245,50,63,1
21-10-2020,Sikkim,3677,34,3280,35,63,0
22-10-2020,Sikkim,3727,50,3328,48,63,0
23-10-2020,Sikkim,3770,43,3383,55,63,0
24-10-2020,Sikkim,3819,49,3408,25,63,0
25-10-2020,Sikkim,3835,16,3443,35,64,1
26-10-2020,Sikkim,3840,5,3448,5,65,1
27-10-2020,Sikkim,3863,23,3452,4,67,2
28-10-2020,Sikkim,3875,12,3463,11,67,0
29-10-2020,Sikkim,3893,18,3476,13,67,0
30-10-2020,Sikkim,3913,20,3509,33,67,0
31-10-2020,Sikkim,3940,27,3535,26,68,1
01-11-2020,Sikkim,3958,18,3569,34,69,1
02-11-2020,Sikkim,3967,9,3573,4,73,4
03-11-2020,Sikkim,4004,37,3578,5,73,0
04-11-2020,Sikkim,4066,62,3657,79,73,0
05-11-2020,Sikkim,4095,29,3695,38,75,2
06-11-2020,Sikkim,4144,49,3702,7,75,0
07-11-2020,Sikkim,4195,51,3721,19,76,1
08-11-2020,Sikkim,4245,50,3810,89,78,2
09-11-2020,Sikkim,4257,12,3826,16,79,1
10-11-2020,Sikkim,4308,51,3839,13,80,1
11-11-2020,Sikkim,4344,36,3887,48,82,2
12-11-2020,Sikkim,4368,24,3935,48,85,3
13-11-2020,Sikkim,4415,47,3952,17,86,1
14-11-2020,Sikkim,4456,41,3989,37,87,1
15-11-2020,Sikkim,4498,42,4041,52,89,2
16-11-2020,Sikkim,4521,23,4053,12,91,2
17-11-2020,Sikkim,4548,27,4060,7,92,1
18-11-2020,Sikkim,4577,29,4098,38,95,3
19-11-2020,Sikkim,4609,32,4134,36,95,0
20-11-2020,Sikkim,4632,23,4186,52,96,1
21-11-2020,Sikkim,4691,59,4218,32,96,0
22-11-2020,Sikkim,4722,31,4259,41,99,3
23-11-2020,Sikkim,4736,14,4320,61,100,1
24-11-2020,Sikkim,4777,41,4351,31,102,2
25-11-2020,Sikkim,4819,42,4395,44,102,0
26-11-2020,Sikkim,4871,52,4415,20,102,0
27-11-2020,Sikkim,4908,37,4455,40,103,1
28-11-2020,Sikkim,4967,59,4486,31,107,4
29-11-2020,Sikkim,4986,19,4521,35,108,1
30-11-2020,Sikkim,4990,4,4544,23,109,1
01-12-2020,Sikkim,5032,42,4549,5,110,1
02-12-2020,Sikkim,5072,40,4572,23,111,1
03-12-2020,Sikkim,5100,28,4580,8,111,0
04-12-2020,Sikkim,5147,47,4587,7,112,1
05-12-2020,Sikkim,5168,21,4596,9,115,3
06-12-2020,Sikkim,5194,26,4602,6,115,0
07-12-2020,Sikkim,5200,6,4619,17,117,2
08-12-2020,Sikkim,5213,13,4639,20,117,0
09-12-2020,Sikkim,5237,24,4658,19,117,0
10-12-2020,Sikkim,5263,26,4685,27,117,0
11-12-2020,Sikkim,5290,27,4716,31,118,1
12-12-2020,Sikkim,5316,26,4740,24,118,0
13-12-2020,Sikkim,5338,22,4770,30,118,0
14-12-2020,Sikkim,5340,2,4825,55,118,0
15-12-2020,Sikkim,5365,25,4858,33,119,1
16-12-2020,Sikkim,5398,33,4877,19,121,2
17-12-2020,Sikkim,5406,8,4896,19,122,1
18-12-2020,Sikkim,5439,33,4918,22,123,1
19-12-2020,Sikkim,5561,122,4943,25,123,0
20-12-2020,Sikkim,5573,12,4981,38,124,1
21-12-2020,Sikkim,5576,3,4998,17,124,0
22-12-2020,Sikkim,5610,34,5014,16,124,0
23-12-2020,Sikkim,5632,22,5016,2,125,1
24-12-2020,Sikkim,5664,32,5025,9,125,0
25-12-2020,Sikkim,5684,20,5048,23,125,0
26-12-2020,Sikkim,5799,115,5063,15,125,0
27-12-2020,Sikkim,5845,46,5079,16,125,0
28-12-2020,Sikkim,5845,0,5094,15,126,1
29-12-2020,Sikkim,5864,19,5107,13,126,0
30-12-2020,Sikkim,5877,13,5124,17,127,1
31-12-2020,Sikkim,5889,12,5139,15,127,0
01-01-2021,Sikkim,5901,12,5144,5,128,1
02-01-2021,Sikkim,5911,10,5157,13,129,1
03-01-2021,Sikkim,5920,9,5190,33,129,0
04-01-2021,Sikkim,5921,1,5212,22,129,0
05-01-2021,Sikkim,5938,17,5221,9,129,0
06-01-2021,Sikkim,5951,13,5263,42,129,0
07-01-2021,Sikkim,5965,14,5276,13,129,0
08-01-2021,Sikkim,5979,14,5362,86,129,0
09-01-2021,Sikkim,5984,5,5391,29,129,0
10-01-2021,Sikkim,5988,4,5413,22,129,0
11-01-2021,Sikkim,5989,1,5443,30,129,0
12-01-2021,Sikkim,5996,7,5459,16,129,0
13-01-2021,Sikkim,6004,8,5469,10,129,0
14-01-2021,Sikkim,6011,7,5624,155,130,1
15-01-2021,Sikkim,6024,13,5636,12,130,0
16-01-2021,Sikkim,6029,5,5646,10,130,0
17-01-2021,Sikkim,6038,9,5652,6,130,0
18-01-2021,Sikkim,6038,0,5661,9,130,0
19-01-2021,Sikkim,6052,14,5670,9,131,1
20-01-2021,Sikkim,6057,5,5671,1,131,0
21-01-2021,Sikkim,6062,5,5688,17,131,0
22-01-2021,Sikkim,6063,1,5697,9,131,0
23-01-2021,Sikkim,6068,5,5707,10,132,1
24-01-2021,Sikkim,6071,3,5716,9,133,1
25-01-2021,Sikkim,6072,1,5729,13,133,0
26-01-2021,Sikkim,6078,6,5746,17,133,0
27-01-2021,Sikkim,6079,1,5749,3,133,0
28-01-2021,Sikkim,6084,5,5752,3,133,0
29-01-2021,Sikkim,6085,1,5760,8,133,0
30-01-2021,Sikkim,6088,3,5766,6,133,0
31-01-2021,Sikkim,6090,2,5775,9,133,0
01-02-2021,Sikkim,6091,1,5779,4,133,0
02-02-2021,Sikkim,6096,5,5781,2,135,2
03-02-2021,Sikkim,6098,2,5782,1,135,0
04-02-2021,Sikkim,6103,5,5791,9,135,0
05-02-2021,Sikkim,6105,2,5798,7,135,0
06-02-2021,Sikkim,6108,3,5803,5,135,0
07-02-2021,Sikkim,6110,2,5810,7,135,0
08-02-2021,Sikkim,6110,0,5813,3,135,0
09-02-2021,Sikkim,6110,0,5817,4,135,0
10-02-2021,Sikkim,6111,1,5820,3,135,0
11-02-2021,Sikkim,6113,2,5820,0,135,0
12-02-2021,Sikkim,6116,3,5824,4,135,0
13-02-2021,Sikkim,6116,0,5826,2,135,0
14-02-2021,Sikkim,6118,2,5831,5,135,0
15-02-2021,Sikkim,6118,0,5833,2,135,0
16-02-2021,Sikkim,6121,3,5834,1,135,0
17-02-2021,Sikkim,6121,0,5835,1,135,0
18-02-2021,Sikkim,6126,5,5836,1,135,0
19-02-2021,Sikkim,6127,1,5841,5,135,0
20-02-2021,Sikkim,6128,1,5843,2,135,0
21-02-2021,Sikkim,6132,4,5848,5,135,0
22-02-2021,Sikkim,6132,0,5851,3,135,0
23-02-2021,Sikkim,6132,0,5853,2,135,0
24-02-2021,Sikkim,6132,0,5853,0,135,0
25-02-2021,Sikkim,6133,1,5858,5,135,0
26-02-2021,Sikkim,6135,2,5858,0,135,0
27-02-2021,Sikkim,6137,2,5861,3,135,0
28-02-2021,Sikkim,6145,8,5867,6,135,0
01-03-2021,Sikkim,6145,0,5868,1,135,0
02-03-2021,Sikkim,6147,2,5878,10,135,0
03-03-2021,Sikkim,6150,3,5889,11,135,0
04-03-2021,Sikkim,6154,4,5890,1,135,0
05-03-2021,Sikkim,6157,3,5890,0,135,0
06-03-2021,Sikkim,6167,10,5891,1,135,0
07-03-2021,Sikkim,6174,7,5892,1,135,0
08-03-2021,Sikkim,6174,0,5892,0,135,0
09-03-2021,Sikkim,6175,1,5893,1,135,0
10-03-2021,Sikkim,6178,3,5897,4,135,0
11-03-2021,Sikkim,6179,1,5897,0,135,0
12-03-2021,Sikkim,6183,4,5897,0,135,0
13-03-2021,Sikkim,6184,1,5905,8,135,0
14-03-2021,Sikkim,6184,0,5906,1,135,0
15-03-2021,Sikkim,6184,0,5911,5,135,0
16-03-2021,Sikkim,6191,7,5915,4,135,0
17-03-2021,Sikkim,6194,3,5916,1,135,0
18-03-2021,Sikkim,6196,2,5916,0,135,0
19-03-2021,Sikkim,6199,3,5918,2,135,0
20-03-2021,Sikkim,6204,5,5919,1,135,0
21-03-2021,Sikkim,6206,2,5920,1,135,0
22-03-2021,Sikkim,6206,0,5925,5,135,0
23-03-2021,Sikkim,6208,2,5934,9,135,0
24-03-2021,Sikkim,6210,2,5935,1,135,0
25-03-2021,Sikkim,6212,2,5940,5,135,0
26-03-2021,Sikkim,6215,3,5942,2,135,0
27-03-2021,Sikkim,6226,11,5944,2,135,0
28-03-2021,Sikkim,6227,1,5951,7,135,0
29-03-2021,Sikkim,6227,0,5952,1,135,0
30-03-2021,Sikkim,6233,6,5953,1,135,0
31-03-2021,Sikkim,6235,2,5956,3,135,0
01-04-2021,Sikkim,6241,6,5962,6,135,0
02-04-2021,Sikkim,6245,4,5965,3,135,0
03-04-2021,Sikkim,6251,6,5967,2,135,0
04-04-2021,Sikkim,6257,6,5970,3,135,0
05-04-2021,Sikkim,6263,6,5970,0,136,1
06-04-2021,Sikkim,6286,23,5977,7,136,0
07-04-2021,Sikkim,6317,31,5978,1,136,0
08-04-2021,Sikkim,6323,6,5980,2,136,0
09-04-2021,Sikkim,6329,6,5980,0,136,0
10-04-2021,Sikkim,6351,22,5982,2,136,0
11-04-2021,Sikkim,6405,54,5983,1,136,0
12-04-2021,Sikkim,6410,5,5985,2,136,0
13-04-2021,Sikkim,6435,25,5990,5,136,0
14-04-2021,Sikkim,6456,21,5990,0,136,0
15-04-2021,Sikkim,6497,41,5995,5,136,0
16-04-2021,Sikkim,6519,22,6005,10,136,0
17-04-2021,Sikkim,6591,72,6009,4,136,0
18-04-2021,Sikkim,6696,105,6014,5,136,0
19-04-2021,Sikkim,6705,9,6017,3,136,0
20-04-2021,Sikkim,6796,91,6021,4,136,0
21-04-2021,Sikkim,6846,50,6023,2,136,0
22-04-2021,Sikkim,6970,124,6041,18,137,1
23-04-2021,Sikkim,7037,67,6055,14,137,0
24-04-2021,Sikkim,7158,121,6069,14,137,0
25-04-2021,Sikkim,7306,148,6073,4,138,1
26-04-2021,Sikkim,7329,23,6093,20,140,2
27-04-2021,Sikkim,7426,97,6133,40,142,2
28-04-2021,Sikkim,7577,151,6154,21,143,1
29-04-2021,Sikkim,7747,170,6176,22,146,3
30-04-2021,Sikkim,7952,205,6195,19,147,1
01-05-2021,Sikkim,8211,259,6236,41,148,1
02-05-2021,Sikkim,8441,230,6304,68,149,1
03-05-2021,Sikkim,8468,27,6404,100,150,1
04-05-2021,Sikkim,8698,230,6426,22,151,1
05-05-2021,Sikkim,8919,221,6515,89,155,4
06-05-2021,Sikkim,9183,264,6565,50,158,3
07-05-2021,Sikkim,9451,268,6688,123,160,2
08-05-2021,Sikkim,9651,200,6753,65,165,5
09-05-2021,Sikkim,9878,227,6869,116,167,2
10-05-2021,Sikkim,9924,46,7008,139,169,2
11-05-2021,Sikkim,10165,241,7042,34,177,8
12-05-2021,Sikkim,10392,227,7135,93,183,6
13-05-2021,Sikkim,10623,231,7277,142,192,9
14-05-2021,Sikkim,10855,232,7446,169,198,6
15-05-2021,Sikkim,11070,215,7647,201,203,5
16-05-2021,Sikkim,11410,340,7899,252,205,2
17-05-2021,Sikkim,11480,70,8123,224,210,5
18-05-2021,Sikkim,11689,209,8217,94,212,2
19-05-2021,Sikkim,11955,266,8439,222,214,2
20-05-2021,Sikkim,12204,249,8655,216,217,3
21-05-2021,Sikkim,12521,317,8916,261,220,3
22-05-2021,Sikkim,12808,287,9183,267,221,1
23-05-2021,Sikkim,13132,324,9381,198,224,3
24-05-2021,Sikkim,13233,101,9605,224,232,8
25-05-2021,Sikkim,13511,278,9692,87,237,5
26-05-2021,Sikkim,13806,295,9934,242,239,2
27-05-2021,Sikkim,14214,408,10158,224,240,1
28-05-2021,Sikkim,14634,420,10385,227,243,3
29-05-2021,Sikkim,14907,273,10616,231,247,4
30-05-2021,Sikkim,15171,264,10746,130,250,3
31-05-2021,Sikkim,15317,146,10829,83,253,3
01-06-2021,Sikkim,15626,309,11163,334,257,4
02-06-2021,Sikkim,15876,250,11299,136,260,3
03-06-2021,Sikkim,16165,289,11504,205,263,3
04-06-2021,Sikkim,16518,353,11766,262,266,3
05-06-2021,Sikkim,16771,253,12049,283,268,2
06-06-2021,Sikkim,17111,340,12296,247,273,5
07-06-2021,Sikkim,17170,59,12680,384,273,0
08-06-2021,Sikkim,17425,255,12894,214,275,2
09-06-2021,Sikkim,17656,231,13265,371,276,1
10-06-2021,Sikkim,17943,287,13378,113,279,3
11-06-2021,Sikkim,18090,147,13655,277,281,2
12-06-2021,Sikkim,18257,167,13947,292,281,0
13-06-2021,Sikkim,18414,157,14334,387,281,0
14-06-2021,Sikkim,18450,36,14615,281,281,0
15-06-2021,Sikkim,18659,209,14887,272,284,3
16-06-2021,Sikkim,18806,147,15307,420,285,1
17-06-2021,Sikkim,18896,90,15452,145,287,2
18-06-2021,Sikkim,19058,162,15618,166,290,3
19-06-2021,Sikkim,19209,151,15917,299,291,1
20-06-2021,Sikkim,19296,87,16056,139,293,2
21-06-2021,Sikkim,19321,25,16329,273,293,0
22-06-2021,Sikkim,19458,137,16481,152,296,3
23-06-2021,Sikkim,19589,131,16652,171,296,0
24-06-2021,Sikkim,19681,92,16850,198,298,2
25-06-2021,Sikkim,19811,130,17005,155,299,1
26-06-2021,Sikkim,19941,130,17218,213,301,2
27-06-2021,Sikkim,20111,170,17421,203,301,0
28-06-2021,Sikkim,20182,71,17599,178,304,3
29-06-2021,Sikkim,20324,142,17702,103,305,1
30-06-2021,Sikkim,20544,220,17962,260,307,2
01-07-2021,Sikkim,20666,122,17998,36,308,1
02-07-2021,Sikkim,20777,111,18154,156,308,0
03-07-2021,Sikkim,20955,178,18336,182,308,0
04-07-2021,Sikkim,21131,176,18469,133,308,0
05-07-2021,Sikkim,21226,95,18793,324,309,1
06-07-2021,Sikkim,21403,177,18944,151,309,0
07-07-2021,Sikkim,21573,170,19031,87,311,2
08-07-2021,Sikkim,21795,222,19082,51,312,1
09-07-2021,Sikkim,21965,170,19219,137,312,0
10-07-2021,Sikkim,22163,198,19348,129,313,1
11-07-2021,Sikkim,22307,144,19467,119,315,2
12-07-2021,Sikkim,22397,90,19597,130,317,2
13-07-2021,Sikkim,22623,226,19767,170,317,0
14-07-2021,Sikkim,22792,169,19937,170,317,0
15-07-2021,Sikkim,22929,137,20029,92,318,1
16-07-2021,Sikkim,23080,151,20181,152,319,1
17-07-2021,Sikkim,23237,157,20400,219,321,2
18-07-2021,Sikkim,23392,155,20498,98,324,3
19-07-2021,Sikkim,23649,257,20634,136,324,0
20-07-2021,Sikkim,23796,147,20745,111,325,1
21-07-2021,Sikkim,24047,251,20841,96,326,1
22-07-2021,Sikkim,24341,294,21030,189,328,2
23-07-2021,Sikkim,24598,257,21209,179,329,1
24-07-2021,Sikkim,24823,225,21380,171,330,1
25-07-2021,Sikkim,25160,337,21549,169,330,0
26-07-2021,Sikkim,25339,179,21771,222,331,1
27-07-2021,Sikkim,25616,277,21941,170,333,2
28-07-2021,Sikkim,25856,240,22139,198,333,0
29-07-2021,Sikkim,26132,276,22229,90,337,4
30-07-2021,Sikkim,26311,179,22398,169,342,5
31-07-2021,Sikkim,26548,237,22535,137,344,2
01-08-2021,Sikkim,26754,206,22686,151,345,1
02-08-2021,Sikkim,26880,126,22937,251,346,1
03-08-2021,Sikkim,27125,245,23102,165,348,2
04-08-2021,Sikkim,27342,217,23312,210,349,1
05-08-2021,Sikkim,27526,184,23527,215,351,2
06-08-2021,Sikkim,27652,126,23772,245,352,1
07-08-2021,Sikkim,27746,94,24023,251,355,3
08-08-2021,Sikkim,27860,114,24319,296,355,0
09-08-2021,Sikkim,27908,48,24544,225,355,0
10-08-2021,Sikkim,28018,110,24817,273,356,1
11-08-2021,Sikkim,28175,157,24995,178,359,3
12-08-2021,Sikkim,28275,100,25239,244,360,1
13-08-2021,Sikkim,28425,150,25441,202,360,0
14-08-2021,Sikkim,28554,129,25658,217,361,1
15-08-2021,Sikkim,28706,152,25871,213,361,0
16-08-2021,Sikkim,28726,20,26018,147,361,0
17-08-2021,Sikkim,28830,104,26206,188,363,2
18-08-2021,Sikkim,28981,151,26480,274,363,0
19-08-2021,Sikkim,29075,94,26626,146,364,1
20-08-2021,Sikkim,29157,82,26807,181,364,0
21-08-2021,Sikkim,29244,87,26970,163,364,0
22-08-2021,Sikkim,29314,70,27086,116,365,1
23-08-2021,Sikkim,29340,26,27185,99,367,2
24-08-2021,Sikkim,29477,137,27281,96,367,0
25-08-2021,Sikkim,29524,47,27461,180,367,0
26-08-2021,Sikkim,29597,73,27540,79,367,0
27-08-2021,Sikkim,29639,42,27648,108,368,1
28-08-2021,Sikkim,29729,90,27746,98,369,1
29-08-2021,Sikkim,29809,80,27936,190,369,0
30-08-2021,Sikkim,29841,32,28003,67,370,1
31-08-2021,Sikkim,29878,37,28132,129,370,0
01-09-2021,Sikkim,29954,76,28262,130,370,0
02-09-2021,Sikkim,30025,71,28316,54,371,1
03-09-2021,Sikkim,30070,45,28425,109,373,2
04-09-2021,Sikkim,30163,93,28524,99,373,0
05-09-2021,Sikkim,30242,79,28617,93,373,0
06-09-2021,Sikkim,30256,14,28679,62,375,2
07-09-2021,Sikkim,30330,74,28806,127,376,1
08-09-2021,Sikkim,30384,54,28851,45,376,0
09-09-2021,Sikkim,30444,60,28914,63,376,0
10-09-2021,Sikkim,30501,57,28980,66,377,1
11-09-2021,Sikkim,30565,64,29027,47,377,0
12-09-2021,Sikkim,30624,59,29113,86,377,0
13-09-2021,Sikkim,30650,26,29165,52,377,0
14-09-2021,Sikkim,30696,46,29242,77,378,1
15-09-2021,Sikkim,30738,42,29309,67,379,1
16-09-2021,Sikkim,30802,64,29343,34,379,0
17-09-2021,Sikkim,30839,37,29399,56,379,0
18-09-2021,Sikkim,30893,54,29480,81,379,0
19-09-2021,Sikkim,30955,62,29556,76,379,0
20-09-2021,Sikkim,30971,16,29630,74,380,1
21-09-2021,Sikkim,31014,43,29700,70,380,0
22-09-2021,Sikkim,31074,60,29741,41,381,1
23-09-2021,Sikkim,31136,62,29798,57,382,1
24-09-2021,Sikkim,31198,62,29851,53,383,1
25-09-2021,Sikkim,31226,28,29911,60,385,2
26-09-2021,Sikkim,31266,40,29955,44,386,1
27-09-2021,Sikkim,31291,25,29989,34,387,1
28-09-2021,Sikkim,31355,64,30053,64,387,0
29-09-2021,Sikkim,31412,57,30111,58,387,0
30-09-2021,Sikkim,31451,39,30137,26,387,0
01-10-2021,Sikkim,31482,31,30161,24,387,0
02-10-2021,Sikkim,31507,25,30201,40,388,1
03-10-2021,Sikkim,31525,18,30328,127,388,0
04-10-2021,Sikkim,31537,12,30383,55,388,0
05-10-2021,Sikkim,31561,24,30436,53,388,0
06-10-2021,Sikkim,31585,24,30498,62,388,0
07-10-2021,Sikkim,31603,18,30532,34,388,0
08-10-2021,Sikkim,31636,33,30606,74,388,0
09-10-2021,Sikkim,31654,18,30671,65,388,0
10-10-2021,Sikkim,31667,13,30694,23,388,0
11-10-2021,Sikkim,31677,10,30736,42,388,0
12-10-2021,Sikkim,31698,21,30767,31,389,1
13-10-2021,Sikkim,31716,18,30783,16,390,1
14-10-2021,Sikkim,31722,6,30790,7,390,0
15-10-2021,Sikkim,31739,17,30841,51,391,1
16-10-2021,Sikkim,31745,6,30854,13,391,0
17-10-2021,Sikkim,31749,4,30866,12,391,0
18-10-2021,Sikkim,31756,7,30882,16,391,0
19-10-2021,Sikkim,31783,27,30892,10,392,1
20-10-2021,Sikkim,31800,17,30914,22,393,1
21-10-2021,Sikkim,31819,19,30923,9,393,0
22-10-2021,Sikkim,31842,23,30947,24,393,0
23-10-2021,Sikkim,31868,26,30960,13,394,1
24-10-2021,Sikkim,31900,32,30987,27,394,0
25-10-2021,Sikkim,31904,4,31010,23,394,0
26-10-2021,Sikkim,31912,8,31022,12,395,1
27-10-2021,Sikkim,31925,13,31030,8,395,0
28-10-2021,Sikkim,31939,14,31041,11,395,0
29-10-2021,Sikkim,31948,9,31052,11,395,0
30-10-2021,Sikkim,31958,10,31055,3,395,0
31-10-2021,Sikkim,31979,21,31063,8,396,1
07-03-2020,Tamil Nadu,1,1,0,0,0,0
08-03-2020,Tamil Nadu,1,0,0,0,0,0
09-03-2020,Tamil Nadu,1,0,0,0,0,0
10-03-2020,Tamil Nadu,1,0,0,0,0,0
11-03-2020,Tamil Nadu,1,0,0,0,0,0
12-03-2020,Tamil Nadu,1,0,0,0,0,0
13-03-2020,Tamil Nadu,1,0,0,0,0,0
14-03-2020,Tamil Nadu,1,0,0,0,0,0
15-03-2020,Tamil Nadu,1,0,0,0,0,0
16-03-2020,Tamil Nadu,1,0,0,0,0,0
17-03-2020,Tamil Nadu,1,0,0,0,0,0
18-03-2020,Tamil Nadu,2,1,0,0,0,0
19-03-2020,Tamil Nadu,3,1,0,0,0,0
20-03-2020,Tamil Nadu,3,0,0,0,0,0
21-03-2020,Tamil Nadu,6,3,0,0,0,0
